,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22752,31, Private,288983, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
22757,19, ?,184308, Some-college,10, Married-civ-spouse, ?, Wife, White, Female,0,0,30, United-States, <=50K
22761,39, Private,138192, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22762,31, Private,196791, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
22769,28, Private,214858, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22776,26, Private,132749, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States, <=50K
22777,28, Local-gov,201099, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Female,0,0,40, United-States, <=50K
22779,27, Private,221252, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
22786,27, ?,204074, HS-grad,9, Never-married, ?, Not-in-family, White, Male,0,0,40, United-States, <=50K
22796,57, Self-emp-not-inc,25124, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
22800,32, Private,90969, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
22803,39, Self-emp-not-inc,106347, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,0,47, United-States, <=50K
22807,53, Private,172991, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, United-States, <=50K
22812,45, Private,144579, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22813,31, Federal-gov,203488, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22817,34, Private,177596, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Puerto-Rico, >50K
22824,35, Private,247547, HS-grad,9, Separated, Prof-specialty, Other-relative, Black, Female,0,0,40, United-States, <=50K
22826,21, Private,166851, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
22829,61, Federal-gov,151369, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
22832,35, State-gov,194828, Some-college,10, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
22835,61, Private,26254, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22843,59, Private,99131, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
22847,42, Private,173704, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1887,50, United-States, >50K
22853,28, Private,410450, Bachelors,13, Divorced, Other-service, Unmarried, White, Female,0,0,48, England, >50K
22857,17, Local-gov,340043, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
22865,61, Private,357437, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22867,33, Federal-gov,331615, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,40, United-States, >50K
22868,54, Private,202415, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22871,40, Local-gov,101795, HS-grad,9, Never-married, Protective-serv, Not-in-family, White, Male,0,0,42, United-States, <=50K
22883,48, Private,143299, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22889,19, Private,123718, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
22893,26, Private,282142, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
22902,58, Private,41374, HS-grad,9, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
22903,35, Local-gov,329759, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22917,21, Private,185551, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,36, United-States, <=50K
22944,38, Private,224566, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
22945,54, Private,294991, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22946,40, Federal-gov,189610, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,52, United-States, <=50K
22951,71, ?,178295, Assoc-acdm,12, Married-civ-spouse, ?, Husband, White, Male,0,0,3, United-States, <=50K
22955,56, Self-emp-not-inc,144351, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,90, United-States, <=50K
22967,25, Private,256620, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22971,53, Private,95519, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, >50K
22977,52, Private,143807, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22986,20, Private,85041, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
22991,36, Private,198841, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22998,41, Private,116103, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
23008,59, Self-emp-not-inc,132925, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23017,53, Private,98791, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23021,36, Private,152744, Bachelors,13, Divorced, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, South, <=50K
23031,32, Private,32406, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
23035,40, Private,34722, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,48, United-States, >50K
23041,34, Private,198265, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,3103,0,40, United-States, >50K
23047,25, Private,390316, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
23051,64, Private,63676, 10th,6, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
23057,45, Private,177543, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,28, United-States, <=50K
23058,43, Private,320277, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23061,45, Private,275995, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
23063,36, Private,280440, Assoc-acdm,12, Never-married, Tech-support, Unmarried, White, Female,0,0,45, United-States, <=50K
23065,36, Private,408229, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
23071,25, Private,462869, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Mexico, <=50K
23073,34, Private,29235, Assoc-acdm,12, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23079,38, Private,168322, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
23080,46, Private,278322, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23081,47, Private,115813, Assoc-acdm,12, Separated, Adm-clerical, Unmarried, White, Female,0,0,57, United-States, <=50K
23083,42, Private,289636, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,46, United-States, <=50K
23094,32, Private,213750, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
23101,40, Private,89226, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23114,19, Private,167149, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
23116,31, Private,382368, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
23118,21, State-gov,145651, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,1602,12, United-States, <=50K
23126,40, Private,326232, Some-college,10, Divorced, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
23127,27, Private,106316, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
23134,60, Self-emp-inc,93272, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
23139,22, Private,252355, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,27, United-States, <=50K
23151,40, Private,27821, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male,2829,0,40, United-States, <=50K
23152,37, Private,131827, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
23161,35, Private,190728, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
23165,50, Private,195784, 12th,8, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
23172,37, Private,415500, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
23173,19, Private,254247, 12th,8, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, ?, <=50K
23180,33, Private,159574, 7th-8th,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
23187,25, Private,111058, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,1980,40, United-States, <=50K
23197,30, Private,83253, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
23202,32, Private,234755, HS-grad,9, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
23212,50, Private,266945, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,3137,0,40, El-Salvador, <=50K
23215,55, Private,104996, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
23235,19, Private,104844, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
23238,39, Private,106183, HS-grad,9, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,6849,0,40, United-States, <=50K
23239,24, Private,89347, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
23240,44, Private,157236, Some-college,10, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,40, Poland, <=50K
23241,19, Private,261259, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
23242,20, Private,286166, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
23255,41, Self-emp-not-inc,174395, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,55, United-States, >50K
23256,63, Private,383058, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1848,40, United-States, >50K
23258,31, Self-emp-inc,103435, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
23261,51, Private,173987, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23264,18, Private,249857, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
23281,36, ?,168223, Bachelors,13, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
23284,20, Private,153583, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, ?, <=50K
23295,39, Self-emp-not-inc,154641, HS-grad,9, Divorced, Farming-fishing, Not-in-family, White, Male,8614,0,50, United-States, >50K
23297,31, Private,150324, Assoc-acdm,12, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
23301,45, Private,168038, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
23304,66, Local-gov,188220, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, >50K
23313,56, Private,117872, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
23323,35, Local-gov,223242, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23324,39, Private,103925, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,7688,0,32, United-States, >50K
23328,31, Federal-gov,101345, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
23331,31, Private,288825, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,5013,0,40, United-States, <=50K
23334,44, Federal-gov,184099, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
23336,71, ?,176986, HS-grad,9, Widowed, ?, Unmarried, White, Male,0,0,24, United-States, <=50K
23345,19, Private,185097, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,37, United-States, <=50K
23349,30, Private,289458, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23351,24, ?,172152, Bachelors,13, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,0,0,25, Taiwan, <=50K
23354,76, Private,199949, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,20051,0,50, United-States, >50K
23362,20, Private,306639, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
23370,31, Private,211242, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
23387,48, Private,102597, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
23390,34, Private,198103, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,1980,40, United-States, <=50K
23402,23, Private,65481, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, >50K
23407,25, Private,29599, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
23413,50, Private,145717, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
23417,50, Private,197322, 11th,7, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
23442,41, Private,198965, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23443,42, Local-gov,193537, 7th-8th,4, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
23444,24, Private,438839, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23451,41, Private,101290, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
23452,49, Federal-gov,229376, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
23456,24, Private,103277, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,2597,0,40, United-States, <=50K
23459,83, Self-emp-inc,240150, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,20051,0,50, United-States, >50K
23460,69, Private,230417, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, >50K
23468,21, Private,202871, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,44, United-States, <=50K
23472,31, Private,329874, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
23477,23, Private,76432, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23485,37, Private,243409, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
23487,43, Private,62857, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
23491,48, Private,187505, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
23494,28, Private,149652, 10th,6, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
23496,45, Private,165937, HS-grad,9, Divorced, Transport-moving, Own-child, White, Male,0,0,60, United-States, <=50K
23501,29, Private,224421, Assoc-voc,11, Married-AF-spouse, Farming-fishing, Husband, White, Male,0,0,44, United-States, >50K
23506,17, Private,198606, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States, <=50K
23508,24, Private,219510, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
23514,33, Private,268127, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
23518,41, Private,306405, Some-college,10, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
23520,22, Federal-gov,262819, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23522,26, Private,53833, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
23526,29, Private,113464, HS-grad,9, Never-married, Transport-moving, Other-relative, Other, Male,0,0,40, Dominican-Republic, <=50K
23533,59, Private,366618, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
23540,43, Private,180599, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, <=50K
23556,20, Private,214387, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23564,33, Self-emp-inc,289886, HS-grad,9, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
23567,48, Self-emp-inc,51579, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
23575,43, Local-gov,175526, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23577,52, Private,71768, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23578,56, Private,181220, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23590,61, Self-emp-inc,98350, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, >50K
23596,24, Private,282604, Some-college,10, Married-civ-spouse, Protective-serv, Other-relative, White, Male,0,0,24, United-States, <=50K
23599,51, Federal-gov,254211, Masters,14, Widowed, Sales, Unmarried, White, Male,0,0,50, El-Salvador, >50K
23605,20, Private,127185, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
23611,53, Private,126386, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
23623,56, Self-emp-not-inc,78090, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,0,48, United-States, <=50K
23629,43, Local-gov,301638, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1579,40, United-States, <=50K
23640,28, Private,416577, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,2829,0,40, United-States, <=50K
23643,47, Private,302711, 11th,7, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23644,42, Self-emp-inc,50356, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23646,42, Private,341178, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, Mexico, <=50K
23649,45, Private,390368, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,99, United-States, >50K
23652,25, Private,109532, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23663,45, Private,738812, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States, <=50K
23672,41, Private,214242, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
23674,21, Private,118693, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
23676,32, State-gov,206051, Some-college,10, Married-spouse-absent, Farming-fishing, Own-child, White, Male,0,0,50, United-States, <=50K
23685,41, Private,213019, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,38, United-States, >50K
23692,31, Private,37546, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
23693,22, Private,204226, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
23696,29, Private,307812, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
23707,32, Private,113364, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
23711,63, ?,234083, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,2205,40, United-States, <=50K
23712,56, Private,65325, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
23723,25, Private,245628, Some-college,10, Never-married, Tech-support, Own-child, White, Male,0,0,15, Mexico, <=50K
23726,55, Private,37438, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23735,57, Private,135339, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
23742,67, Private,192670, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
23754,33, Local-gov,152351, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,3908,0,40, United-States, <=50K
23756,34, Private,345705, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
23778,68, Private,168794, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, United-States, <=50K
23782,38, Private,65382, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23783,60, Private,116707, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
23792,40, Federal-gov,75313, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,66, United-States, >50K
23811,19, Local-gov,176831, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
23817,31, State-gov,557853, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,47, United-States, <=50K
23818,69, ?,262352, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,32, United-States, <=50K
23819,58, Self-emp-not-inc,118253, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
23839,36, Private,225516, Assoc-acdm,12, Never-married, Sales, Not-in-family, Black, Male,10520,0,43, United-States, >50K
23844,50, Private,128143, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States, >50K
23860,65, Self-emp-inc,157403, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
23864,51, Federal-gov,314007, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23867,32, Self-emp-inc,345489, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
23869,47, Private,162302, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
23871,20, Private,147344, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
23872,57, State-gov,183657, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,35, United-States, >50K
23873,40, Private,130760, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
23884,42, Private,296982, Some-college,10, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
23894,46, Private,228372, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
23899,47, Private,185399, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
23902,35, Federal-gov,110188, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
23907,48, Private,144844, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23908,22, Private,205839, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
23918,28, ?,131310, 12th,8, Married-civ-spouse, ?, Wife, White, Female,0,0,20, Germany, <=50K
23921,29, Private,423024, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
23926,59, Private,118358, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23927,27, Private,491421, 5th-6th,3, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
23928,50, Private,151580, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
23932,62, Private,88055, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States, >50K
23940,26, Private,163747, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,55, United-States, <=50K
23943,65, Local-gov,153890, 12th,8, Widowed, Exec-managerial, Not-in-family, White, Male,2009,0,44, United-States, <=50K
23950,37, Local-gov,327120, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
23954,30, ?,101697, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female,0,0,20, United-States, <=50K
23956,59, Self-emp-not-inc,195835, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
23960,37, Private,42645, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
23963,29, Private,137063, HS-grad,9, Never-married, Sales, Unmarried, White, Male,0,0,38, United-States, <=50K
23966,19, Private,286435, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,594,0,40, United-States, <=50K
23967,46, Private,191389, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,28, United-States, >50K
23973,37, Private,112271, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
23978,39, Private,99270, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23983,59, Private,200700, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,48, United-States, >50K
23987,40, Private,107433, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
23992,43, Private,216685, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,35, United-States, <=50K
23994,43, Private,184321, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1887,40, United-States, >50K
23999,44, Self-emp-inc,120277, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,45, United-States, >50K
24011,21, Private,364685, 11th,7, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
24013,24, Private,169129, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24023,37, Private,73715, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24030,47, Private,216096, Some-college,10, Married-spouse-absent, Exec-managerial, Unmarried, White, Female,0,0,35, Puerto-Rico, <=50K
